"Gender","Customer.Type","Age","Class","Flight.Distance","Inflight.wifi.service","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Baggage.handling","Checkin.service","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"Male","disloyal Customer",25,"Eco",590,2,2,4,2,2,2,2,2,3,1,36,26,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business",550,3,3,3,5,4,4,5,5,5,4,2,0,"satisfied"
"Female","disloyal Customer",22,"Business",651,4,4,2,1,4,1,1,3,4,3,29,40,"satisfied"
"Male","Loyal Customer",60,"Business",3262,1,1,1,5,4,5,5,5,5,3,8,0,"satisfied"
"Female","Loyal Customer",55,"Business",918,1,2,2,5,2,2,1,1,1,1,12,5,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Eco",1306,1,1,2,2,1,2,2,3,4,3,37,41,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Eco",762,5,1,1,5,5,5,5,5,5,2,0,0,"satisfied"
"Male","Loyal Customer",57,"Business",2056,3,3,3,5,3,1,5,5,5,2,0,0,"satisfied"
"Male","Loyal Customer",46,"Business",2068,5,5,5,5,5,5,4,4,4,5,0,7,"satisfied"
"Male","Loyal Customer",48,"Business",587,3,3,3,2,4,4,5,5,5,5,1,0,"satisfied"
"Male","Loyal Customer",39,"Eco",1171,3,4,4,3,2,3,3,1,3,2,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",34,"Business",689,2,2,1,5,2,5,5,5,4,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business",1195,1,2,1,1,5,2,4,4,4,2,0,0,"satisfied"
"Male","Loyal Customer",29,"Business",373,2,2,3,3,2,3,3,4,4,1,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",48,"Business",216,4,4,3,1,4,1,1,2,1,1,3,1,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business",3612,1,1,1,3,3,2,1,1,1,1,5,3,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business",1671,3,3,3,4,5,5,5,5,5,3,0,0,"satisfied"
"Female","Loyal Customer",58,"Business",3178,1,2,2,1,2,2,2,2,1,3,4,9,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business",2657,2,2,2,4,4,4,4,4,4,4,0,0,"satisfied"
"Female","Loyal Customer",45,"Business",491,4,4,4,2,4,5,5,5,5,3,3,17,"satisfied"
"Male","Loyal Customer",49,"Business",74,1,1,1,2,4,4,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",54,"Business",3509,4,4,4,5,4,5,2,2,2,5,0,0,"satisfied"
"Female","Loyal Customer",52,"Eco",1721,2,2,4,2,4,4,3,3,4,4,302,314,"neutral or dissatisfied"
"Male","Loyal Customer",62,"Eco",862,2,2,3,1,2,1,1,2,2,4,7,10,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Business",3251,2,2,2,3,3,3,3,4,5,3,3,0,"satisfied"
"Female","Loyal Customer",43,"Eco",67,1,1,3,3,5,4,4,4,4,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Eco",236,2,0,4,2,0,2,2,2,3,3,0,2,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business",3414,1,1,1,5,5,5,5,5,5,3,63,58,"satisfied"
"Male","disloyal Customer",39,"Eco",790,4,4,3,2,4,2,2,4,4,4,23,0,"satisfied"
"Male","Loyal Customer",65,"Eco",760,2,2,1,1,2,1,1,1,2,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",30,"Eco Plus",1034,2,2,2,5,2,5,5,4,5,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",15,"Business",2642,5,5,5,4,4,4,4,4,4,5,0,0,"satisfied"
"Female","Loyal Customer",42,"Business",3348,2,2,2,2,5,5,5,5,5,3,10,8,"satisfied"
"Male","Loyal Customer",41,"Business",2197,2,3,2,5,4,5,5,5,5,3,16,5,"satisfied"
"Female","Loyal Customer",27,"Eco",1521,3,3,4,3,3,3,3,4,2,1,44,36,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business",435,5,5,5,2,5,4,5,5,5,5,0,0,"satisfied"
"Female","Loyal Customer",31,"Business",2353,1,1,1,4,4,4,4,5,3,2,0,0,"satisfied"
"Female","Loyal Customer",37,"Business",1131,2,2,3,4,4,3,3,3,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Eco",152,4,4,1,5,4,5,5,3,5,5,11,11,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Eco",620,5,5,5,5,5,5,5,3,1,1,0,0,"satisfied"
"Male","disloyal Customer",28,"Eco",519,3,2,4,5,2,5,5,5,5,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Eco",89,2,2,3,4,2,4,4,4,5,4,0,7,"neutral or dissatisfied"
"Female","Loyal Customer",23,"Business",222,3,3,3,4,4,4,4,4,2,5,0,12,"satisfied"
"Female","Loyal Customer",48,"Business",2348,5,5,5,5,4,5,2,2,2,3,0,0,"satisfied"
"Female","Loyal Customer",35,"Eco",326,4,1,1,4,4,4,5,5,5,4,150,154,"satisfied"
"Male","Loyal Customer",34,"Eco Plus",502,2,1,1,2,2,2,2,1,3,1,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",38,"Eco",89,4,4,4,3,4,3,3,1,3,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Eco",143,4,4,4,3,5,1,4,4,4,1,39,57,"satisfied"
"Male","Loyal Customer",62,"Eco",2552,4,4,2,5,4,5,5,5,4,4,6,7,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business",1672,2,2,2,3,5,4,5,5,5,5,0,3,"satisfied"
"Male","Loyal Customer",19,"Eco",589,2,2,1,2,2,2,2,1,3,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",69,"Eco",545,1,5,5,4,2,2,1,1,1,3,11,1,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Eco",793,2,2,4,4,2,4,4,2,3,3,29,30,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Business",1259,5,5,5,5,5,5,5,4,5,5,0,0,"satisfied"
"Female","Loyal Customer",34,"Business",2099,5,5,5,1,2,1,5,5,5,3,0,0,"satisfied"
"Female","Loyal Customer",28,"Eco",1620,3,3,3,4,3,4,4,3,3,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business",3345,1,1,1,2,5,1,4,4,5,3,0,0,"satisfied"
"Male","disloyal Customer",23,"Eco",2172,3,3,3,4,3,4,4,3,4,3,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",13,"Eco",2521,1,1,3,1,4,4,4,2,4,4,38,42,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business",1999,3,5,3,3,4,5,4,4,4,4,39,43,"satisfied"
"Male","Loyal Customer",35,"Business",1953,3,3,3,5,5,5,2,5,2,5,142,123,"satisfied"
"Male","Loyal Customer",50,"Eco",1303,3,3,4,1,3,1,1,5,4,5,6,4,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Eco",554,3,3,3,5,3,2,5,4,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Eco",1739,2,2,4,2,2,2,2,3,4,3,5,6,"neutral or dissatisfied"
"Male","Loyal Customer",7,"Eco",86,2,2,3,3,2,3,3,4,1,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business",650,4,4,4,2,5,5,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",31,"Business",2950,3,3,3,3,4,3,3,4,4,5,3,0,"satisfied"
"Female","disloyal Customer",48,"Eco",1181,3,2,4,3,3,3,3,2,3,1,16,0,"neutral or dissatisfied"
"Male","Loyal Customer",20,"Eco",1119,4,4,3,1,4,1,1,5,5,4,0,2,"satisfied"
"Male","Loyal Customer",23,"Eco",1091,3,2,3,4,2,4,4,3,4,2,2,0,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business",2989,1,1,1,4,5,4,5,5,5,5,0,0,"satisfied"
"Male","disloyal Customer",25,"Eco",293,3,3,3,5,3,5,5,4,4,2,15,7,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Eco",403,5,2,2,5,5,5,5,3,4,2,0,0,"satisfied"
"Female","disloyal Customer",23,"Business",507,0,0,2,4,0,4,4,5,5,5,0,0,"satisfied"
"Male","Loyal Customer",42,"Eco",373,3,3,3,3,3,3,3,4,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business",3081,4,4,4,4,5,5,4,4,4,5,0,0,"satisfied"
"Female","Loyal Customer",56,"Business",3755,2,2,2,5,4,3,2,2,2,2,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",22,"Eco",667,1,1,4,1,1,1,1,3,4,3,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Eco",605,1,2,2,1,2,1,1,4,4,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Eco",1956,1,1,4,1,1,1,1,2,5,1,140,94,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business",447,1,3,3,1,2,1,1,3,4,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",62,"Eco",557,4,5,5,5,4,5,5,1,3,5,19,17,"satisfied"
"Female","Loyal Customer",39,"Eco",395,5,5,5,5,5,5,5,2,3,3,0,0,"satisfied"
"Female","Loyal Customer",56,"Business",544,4,4,4,3,5,4,4,4,4,3,8,10,"satisfied"
"Male","Loyal Customer",52,"Business",404,3,3,3,3,5,5,5,5,5,4,129,107,"satisfied"
"Male","Loyal Customer",42,"Eco Plus",1558,1,1,2,5,1,5,5,5,3,5,7,0,"neutral or dissatisfied"
"Female","Loyal Customer",67,"Eco",1089,3,5,5,3,3,4,4,4,4,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Eco",862,2,2,3,2,2,3,2,2,3,1,65,49,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business",192,0,0,2,2,1,3,4,4,2,1,0,0,"satisfied"
"Female","Loyal Customer",55,"Business",2486,2,2,2,3,5,5,5,5,5,5,0,4,"satisfied"
"Female","disloyal Customer",39,"Business",1440,5,5,2,1,5,3,1,5,4,4,0,0,"satisfied"
"Female","Loyal Customer",47,"Business",2165,1,1,1,2,5,4,5,5,5,4,0,0,"satisfied"
"Male","Loyal Customer",41,"Business",528,3,3,3,4,3,2,3,3,3,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Business",373,3,1,1,1,3,3,3,3,3,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Eco",1660,1,1,3,4,1,4,4,3,3,1,20,13,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Eco",413,4,2,5,4,4,4,4,4,3,3,19,24,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Eco",1013,3,3,4,2,3,4,2,2,3,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Business",1948,4,4,4,4,4,4,4,4,4,3,22,7,"satisfied"
"Female","disloyal Customer",32,"Business",258,2,2,2,1,2,1,1,3,5,5,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Eco",357,1,1,1,5,1,5,5,2,4,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Eco",226,1,0,5,3,0,3,3,4,5,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",75,"Business",109,1,1,1,4,4,4,4,4,5,4,6,2,"satisfied"
"Female","Loyal Customer",43,"Business",912,4,4,4,4,5,5,4,4,4,5,0,0,"satisfied"
"Female","disloyal Customer",33,"Eco",349,3,3,3,4,3,4,4,4,4,1,19,39,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Eco",925,5,5,4,5,5,5,5,3,3,4,12,0,"satisfied"
"Male","Loyal Customer",29,"Eco",184,2,2,4,1,2,5,1,4,4,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business",3955,4,4,4,2,5,5,4,4,4,3,3,0,"satisfied"
"Female","Loyal Customer",39,"Business",3475,1,1,1,2,4,5,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",46,"Eco",757,3,3,2,5,3,5,5,3,5,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Eco Plus",502,4,4,4,3,3,3,4,4,4,3,0,15,"neutral or dissatisfied"
"Male","Loyal Customer",77,"Business",1625,3,4,3,3,2,2,3,3,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business",1563,0,0,5,3,5,5,2,2,2,4,80,74,"satisfied"
"Male","Loyal Customer",40,"Business",2475,1,1,1,4,4,4,3,4,5,4,0,4,"satisfied"
"Female","Loyal Customer",54,"Business",214,0,0,2,5,1,5,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",48,"Business",3386,1,1,1,2,4,5,5,5,5,5,0,0,"satisfied"
"Male","disloyal Customer",30,"Eco",588,4,4,3,4,4,3,4,1,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Eco Plus",671,4,2,2,4,4,5,4,5,5,2,0,1,"satisfied"
"Female","Loyal Customer",35,"Eco Plus",761,5,4,4,5,5,5,5,3,2,1,58,50,"satisfied"
"Female","Loyal Customer",54,"Eco",612,1,1,3,4,4,4,2,2,2,5,3,6,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Eco",872,5,2,2,1,2,4,5,5,5,2,0,0,"satisfied"
"Female","Loyal Customer",42,"Business",135,4,4,4,4,4,4,4,4,5,5,0,4,"satisfied"
"Male","Loyal Customer",16,"Business",216,4,4,4,5,5,3,5,4,4,1,0,0,"satisfied"
"Female","Loyal Customer",42,"Business",296,1,1,1,4,5,4,5,5,5,3,0,0,"satisfied"
"Female","Loyal Customer",32,"Business",2000,2,2,2,4,4,4,4,5,3,1,0,17,"satisfied"
"Male","Loyal Customer",17,"Eco",2454,4,3,3,3,3,3,4,4,2,3,18,59,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business",1587,2,2,2,3,4,4,5,5,5,3,0,0,"satisfied"
"Male","disloyal Customer",25,"Business",763,5,5,2,5,5,5,5,3,3,3,1,0,"satisfied"
"Female","Loyal Customer",39,"Business",1770,4,1,1,1,3,4,4,4,4,1,0,2,"neutral or dissatisfied"
"Male","disloyal Customer",21,"Eco",445,0,0,4,3,0,3,3,3,1,5,0,10,"satisfied"
"Female","disloyal Customer",18,"Business",1261,5,5,1,5,2,2,3,2,4,2,18,39,"satisfied"
"Male","Loyal Customer",38,"Eco",371,3,1,1,3,3,3,3,3,3,2,25,13,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Business",3257,4,3,4,2,5,4,4,4,4,4,9,0,"satisfied"
"Male","Loyal Customer",40,"Eco",368,1,1,5,4,1,2,4,3,1,3,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",35,"Eco",934,1,1,4,1,1,1,1,4,4,2,17,10,"neutral or dissatisfied"
"Female","disloyal Customer",21,"Business",889,3,3,4,5,3,4,5,4,4,2,29,20,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Eco",1400,2,2,3,2,4,4,4,5,4,4,188,160,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Eco Plus",220,4,5,5,3,4,3,3,2,4,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business",461,1,4,4,1,4,4,1,1,1,3,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",38,"Business",2297,4,4,2,4,4,4,4,4,3,3,0,0,"satisfied"
"Female","Loyal Customer",62,"Eco",391,3,3,1,3,4,4,4,4,5,4,147,137,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Eco",787,2,2,1,4,2,4,4,5,5,3,6,0,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Eco",102,4,4,4,4,4,4,4,3,4,3,0,2,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business",2291,2,2,2,3,4,4,5,5,5,5,12,8,"satisfied"
"Female","Loyal Customer",28,"Eco",1947,3,3,4,5,3,5,5,4,3,2,20,37,"neutral or dissatisfied"
"Female","Loyal Customer",21,"Eco",803,2,2,4,1,2,1,1,1,3,4,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",39,"Eco",463,5,5,4,4,5,4,4,5,3,4,0,0,"satisfied"
"Female","Loyal Customer",52,"Eco",431,3,3,5,4,4,5,4,4,4,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Eco",468,4,3,4,3,3,3,3,4,5,5,0,6,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Eco Plus",190,3,3,3,1,3,5,1,2,1,4,0,2,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Eco",108,3,3,2,5,3,3,5,3,3,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business",2370,2,2,2,4,3,4,3,3,3,4,1,0,"satisfied"
"Female","disloyal Customer",48,"Business",967,4,4,3,3,4,3,3,3,4,4,0,0,"satisfied"
"Male","Loyal Customer",39,"Eco",787,5,2,2,5,4,5,5,1,4,3,9,5,"neutral or dissatisfied"
"Male","disloyal Customer",22,"Business",808,0,0,1,3,0,3,3,3,4,3,0,7,"satisfied"
"Female","disloyal Customer",28,"Business",2556,4,4,4,3,4,3,3,5,4,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business",1046,1,1,1,2,5,5,5,5,5,3,39,36,"satisfied"
"Male","disloyal Customer",34,"Eco",1000,4,4,3,1,4,1,1,3,2,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Eco",125,3,1,1,1,3,1,3,3,3,3,26,35,"satisfied"
"Female","Loyal Customer",65,"Eco",745,3,4,4,1,2,5,3,3,1,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Eco",628,2,2,3,5,2,2,5,1,3,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",22,"Eco",674,1,1,1,1,1,3,1,4,4,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business",67,1,4,4,1,1,1,3,3,1,4,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",16,"Eco",986,3,3,5,5,3,5,5,5,4,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Eco",986,2,2,2,2,2,3,2,4,5,5,0,9,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business",1431,1,1,1,2,5,4,4,4,4,4,6,0,"satisfied"
"Male","disloyal Customer",37,"Business",2724,3,3,3,2,3,2,2,3,3,2,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",38,"Eco",337,5,5,3,2,5,2,2,4,4,2,0,8,"satisfied"
"Female","Loyal Customer",32,"Eco",134,1,0,4,2,0,1,2,1,4,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Business",2133,2,3,3,1,3,4,2,2,2,3,0,18,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Business",83,4,0,3,5,0,5,5,3,4,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business",187,1,1,1,2,5,2,4,4,5,2,2,3,"satisfied"
"Male","Loyal Customer",15,"Eco",447,4,4,4,5,4,5,5,1,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business",3462,5,5,5,4,4,5,3,3,3,4,0,0,"satisfied"
"Female","disloyal Customer",20,"Business",862,0,0,2,3,0,3,3,5,5,5,0,0,"satisfied"
"Male","Loyal Customer",62,"Eco",1009,2,2,3,5,2,4,5,3,5,3,28,24,"neutral or dissatisfied"
"Female","Loyal Customer",62,"Eco Plus",247,4,4,4,3,3,3,1,1,5,4,67,72,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Eco",386,4,1,1,5,4,5,5,1,2,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business",3626,3,3,3,3,5,4,4,4,4,5,3,5,"satisfied"
"Female","Loyal Customer",58,"Eco",954,4,1,1,3,4,1,4,4,4,2,0,0,"satisfied"
"Female","Loyal Customer",37,"Eco",834,4,5,2,2,5,2,2,4,5,5,1,1,"satisfied"
"Female","Loyal Customer",14,"Business",305,2,2,2,4,2,4,4,5,5,5,12,2,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Eco",305,5,4,4,5,5,5,5,4,3,5,0,0,"satisfied"
"Male","Loyal Customer",48,"Eco",419,2,2,1,3,2,3,3,3,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Eco Plus",651,2,3,3,2,2,2,2,4,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business",2754,3,5,3,3,4,4,5,5,5,5,11,0,"satisfied"
"Male","Loyal Customer",55,"Eco",366,2,2,3,5,2,5,5,4,4,3,0,5,"neutral or dissatisfied"
"Male","disloyal Customer",54,"Eco",474,0,1,4,5,1,5,5,1,3,2,0,0,"satisfied"
"Male","Loyal Customer",55,"Eco",1416,1,2,3,5,2,5,5,2,2,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Eco",630,3,1,1,3,3,3,3,1,4,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business",3996,2,3,3,2,4,3,2,2,2,1,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",44,"Eco",1448,2,2,5,5,2,5,5,1,4,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business",3885,0,0,3,2,5,4,2,2,2,4,0,0,"satisfied"
"Female","Loyal Customer",57,"Business",3355,4,4,4,3,2,5,4,4,4,2,1,0,"satisfied"
"Male","disloyal Customer",54,"Business",240,3,2,4,4,3,2,4,5,4,3,0,15,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business",2729,1,3,3,1,3,4,1,1,1,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business",594,1,1,1,2,4,5,4,4,4,5,0,9,"satisfied"
"Male","Loyal Customer",55,"Business",222,3,3,3,1,2,5,5,5,5,3,0,0,"satisfied"
"Female","Loyal Customer",45,"Eco",1475,3,3,4,5,2,4,3,3,2,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",85,"Business",1904,3,2,2,2,3,3,1,2,3,3,14,7,"neutral or dissatisfied"
"Female","Loyal Customer",16,"Eco",266,3,3,2,2,3,2,2,4,5,1,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Eco",651,0,1,4,3,1,3,3,4,5,5,2,0,"satisfied"
"Male","Loyal Customer",65,"Eco",544,2,2,3,2,2,2,2,3,3,2,10,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Eco",1590,4,4,3,3,4,3,3,3,5,4,16,20,"satisfied"
"Female","Loyal Customer",39,"Business",2736,5,5,5,2,5,4,5,5,5,5,38,36,"satisfied"
"Male","Loyal Customer",49,"Business",1069,1,1,4,2,5,5,1,1,1,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Business",2452,5,5,5,4,5,4,5,5,5,5,121,106,"satisfied"
"Male","Loyal Customer",38,"Eco",423,2,2,4,1,2,1,1,5,4,3,34,32,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Eco",366,4,4,1,5,4,5,5,2,3,3,0,0,"satisfied"
"Male","disloyal Customer",29,"Eco",1133,2,2,4,1,2,1,1,3,3,1,97,57,"neutral or dissatisfied"
"Male","disloyal Customer",42,"Eco",2475,2,2,4,1,2,1,1,3,3,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Eco",2288,2,3,3,2,2,2,2,2,2,3,2,0,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Business",3107,3,3,3,2,5,4,4,4,4,3,5,0,"satisfied"
"Female","Loyal Customer",33,"Business",599,2,2,2,4,1,1,3,3,3,3,53,51,"satisfied"
"Female","Loyal Customer",57,"Eco",1126,2,2,3,4,4,4,4,4,4,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Business",2286,1,1,1,5,5,4,5,5,5,4,24,17,"satisfied"
"Female","Loyal Customer",43,"Eco",270,0,0,3,5,4,4,2,2,2,3,1,7,"satisfied"
"Female","Loyal Customer",52,"Business",2943,2,1,2,5,5,4,5,5,5,3,19,2,"satisfied"
"Male","Loyal Customer",34,"Business",3809,4,4,4,3,4,3,3,3,3,4,9,10,"satisfied"
"Female","Loyal Customer",56,"Eco",376,1,5,1,2,5,5,5,5,5,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business",1084,4,4,3,2,4,5,4,4,4,4,0,0,"satisfied"
"Female","Loyal Customer",58,"Eco",1035,3,3,5,3,5,5,2,2,2,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Business",749,3,3,3,4,3,4,4,4,5,3,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Eco",2454,2,2,4,2,2,2,2,1,2,2,5,8,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Eco",604,5,1,1,5,5,5,5,4,1,2,48,47,"satisfied"
"Male","Loyal Customer",24,"Business",2941,2,2,2,3,3,3,3,4,5,3,0,0,"satisfied"
"Female","Loyal Customer",16,"Eco",1504,4,2,2,4,4,3,4,4,5,4,2,14,"satisfied"
"Female","Loyal Customer",20,"Business",2116,1,3,3,1,1,1,1,3,4,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business",2659,1,1,1,5,5,4,5,5,5,3,0,0,"satisfied"
"Female","Loyal Customer",23,"Business",1513,4,4,4,4,4,4,4,1,3,2,3,0,"satisfied"
"Female","Loyal Customer",38,"Eco",1464,5,1,4,5,5,5,5,1,1,5,18,47,"satisfied"
"Female","Loyal Customer",57,"Eco",74,4,4,4,1,1,1,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",57,"Eco",765,1,1,3,2,1,2,2,5,5,4,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Business",266,3,3,3,4,3,2,4,4,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",63,"Business",200,4,4,2,5,5,2,5,5,1,5,35,34,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Business",1578,3,3,3,2,4,5,4,4,4,5,38,29,"satisfied"
"Female","Loyal Customer",53,"Business",122,3,5,5,5,4,3,2,2,3,2,74,65,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business",1119,3,3,4,2,5,4,1,1,1,4,12,4,"neutral or dissatisfied"
"Female","Loyal Customer",17,"Business",589,5,5,4,4,5,4,4,3,3,2,0,0,"satisfied"
"Male","Loyal Customer",52,"Business",954,5,5,5,5,4,4,5,5,5,4,0,0,"satisfied"
"Male","Loyal Customer",23,"Business",1558,4,2,4,4,4,4,4,4,5,4,6,0,"satisfied"
"Female","Loyal Customer",48,"Business",3407,5,4,5,5,5,5,3,3,4,3,0,0,"satisfied"
"Female","Loyal Customer",28,"Eco Plus",862,2,2,2,2,2,2,4,4,3,2,184,173,"neutral or dissatisfied"
"Female","Loyal Customer",19,"Eco",802,1,1,2,2,1,2,2,3,1,3,10,20,"neutral or dissatisfied"
"Female","Loyal Customer",9,"Eco",590,5,5,1,1,5,1,1,3,2,2,0,0,"satisfied"
"Female","Loyal Customer",40,"Eco",2917,1,3,3,1,1,1,2,1,4,1,30,52,"neutral or dissatisfied"
"Female","disloyal Customer",30,"Eco",515,3,3,3,4,3,4,4,3,3,1,0,6,"neutral or dissatisfied"
"Female","Loyal Customer",68,"Eco",1995,2,2,4,4,3,3,2,2,2,2,16,20,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business",2713,4,4,4,5,4,5,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",26,"Eco",937,5,1,1,5,5,4,5,3,2,1,0,0,"satisfied"
"Female","Loyal Customer",58,"Business",3635,1,4,1,5,5,5,5,5,4,4,1,0,"satisfied"
